director,show_id,directing_style,active_years
Isabel Coixet,80121387,Drama,2010-Present
Grant Sputore,80227090,Drama,2010-Present
Laxman Utekar,81113918,Drama,2010-Present
Juan Antin,81029736,Drama,2010-Present
Hanno Olderdissen,81051688,Drama,2010-Present
Amar Kaushik,81113921,Drama,2010-Present
Reginald Hudlin,80173387,Drama,2010-Present
Grant Korgan,81013112,Drama,2010-Present
Ajay Bahl,70290904,Drama,2010-Present
Kees Van Oostrum,70294793,Drama,2010-Present
Eva Trobisch,81030855,Drama,2010-Present
Tamer Bassiouni,81035852,Drama,2010-Present
Travis Zariwny,80079473,Drama,2010-Present
Corbin Bernsen,80018328,Drama,2010-Present
Asghar Farhadi,80996787,Drama,2010-Present
Shadi Ali,81035881,Drama,2010-Present
Sameh Abdulaziz,81035843,Drama,2010-Present
Mahmoud Karim,81035837,Drama,2010-Present
Walerian Borowczyk,80039136,Drama,2010-Present
Hani Hamdi,81035884,Drama,2010-Present
Wael Ihsan,81035863,Drama,2010-Present
Amr Arafa,81035858,Drama,2010-Present
Wael Ihsan,81035882,Drama,2010-Present
Ahmed Al-Badry,81035847,Drama,2010-Present
Mohammed El-Tahawy,81035859,Drama,2010-Present
Naoko Yamada,80223226,Drama,2010-Present
Philip Marlatt,81076055,Drama,2010-Present
Scott Mosier,80996790,Drama,2010-Present
David Gelb,70181716,Drama,2010-Present
David Guy Levy,70270388,Drama,2010-Present
Taika Waititi,80186608,Drama,2010-Present
Saul Dibb,80042309,Drama,2010-Present
Manika Sharma,80169554,Drama,2010-Present
Mathieu Auvray,80114804,Drama,2010-Present
Marcus Raboy,80237423,Drama,2010-Present
Limbert Fabian,70304298,Drama,2010-Present
Grant Heslov,70117293,Drama,2010-Present
Timothy Reckart,80121841,Drama,2010-Present
Sittisiri Mongkolsiri,81093122,Drama,2010-Present
Kelly Reichardt,70293788,Drama,2010-Present
Robbie Grewal,81039384,Drama,2010-Present
Jay Karas,70245034,Drama,2010-Present
Ted Geoghegan,80220676,Drama,2010-Present
Yayo Herrero,80109341,Drama,2010-Present
Juan Manuel Cotelo,80127764,Drama,2010-Present
Damani Baker,80190144,Drama,2010-Present
Lyric R. Cabral,80039644,Drama,2010-Present
Cosima Spender,80052790,Drama,2010-Present
Alfonso Serrano Maturino,80144311,Drama,2010-Present
Timo Tjahjanto,80109145,Drama,2010-Present
Johnnie To,80117455,Drama,2010-Present
Seong-hun Kim,80132626,Drama,2010-Present
Bo Burnham,80106124,Drama,2010-Present
Christopher Nolen,81145270,Drama,2010-Present
Thiagarajan Kumararaja,81128584,Drama,2010-Present
Matt Palmer,80198478,Drama,2010-Present
Raúl Campos,80191989,Drama,2010-Present
Rodrigo Triana,80238434,Drama,2010-Present
Elaine McMillion Sheldon,80177782,Drama,2010-Present
Federico D'Alessandro,80217569,Drama,2010-Present
Anthony Pierce,80015210,Drama,2010-Present
Mike Mills,80134080,Drama,2010-Present
Kate Horne,81130373,Drama,2010-Present
Roberto Girault Facha,81091378,Drama,2010-Present
Christopher Ray,81136964,Drama,2010-Present
Michel Tikhomiroff,80233215,Drama,2010-Present
Emanuel Hoss-Desmarais,80241779,Drama,2010-Present
Bong Joon Ho,80091936,Drama,2010-Present
Paul Thomas Anderson,81110498,Drama,2010-Present
Alex Díaz,81060096,Drama,2010-Present
Fredric Lean,80994807,Drama,2010-Present
Bill D'Elia,80133553,Drama,2010-Present
Sujoy Ghosh,70236020,Drama,2010-Present
Peter Ramsey,81002747,Drama,2010-Present
Doron Paz,81075239,Drama,2010-Present
Svati Chakravarty Bhatkal,81108230,Drama,2010-Present
Rian Johnson,80192018,Drama,2010-Present
Shannon Hartman,80200015,Drama,2010-Present
Justin Kelly,80161640,Drama,2010-Present
Pablo Larraín,80108952,Drama,2010-Present
Liz Garbus,70308063,Drama,2010-Present
Kevin Bray,80996192,Drama,2010-Present
Michael James Regan,81090899,Drama,2010-Present
Aditya Kripalani,81095399,Drama,2010-Present
Seiji Mizushima,80038207,Drama,2010-Present
Sanjay Gupta,80171598,Drama,2010-Present
Myriam Aziza,80160994,Drama,2010-Present
Vivieno Caldinelli,80191356,Drama,2010-Present
Vivieno Caldinelli,80191357,Drama,2010-Present
Raúl Campos,80097641,Drama,2010-Present
Rob Burnett,80097349,Drama,2010-Present
Jay Lyons,81055402,Drama,2010-Present
Drew Casson,80231602,Drama,2010-Present
Chris Buck,26009364,Drama,2010-Present
Charlie Siskel,80143794,Drama,2010-Present
Brian Knappenberger,80168227,Drama,2010-Present
Brian Smith,70026432,Drama,2010-Present
Brent Bonacorso,80155477,Drama,2010-Present
Jennifer Phang,80038420,Drama,2010-Present
Mohamed Hamdy,81035849,Drama,2010-Present
Jesse V. Johnson,80195901,Drama,2010-Present
Gerard Barrett,80128245,Drama,2010-Present
Rene Liu,80993655,Drama,2010-Present
Geoffrey Orthwein,80167644,Drama,2010-Present
Jovanka Vuckovic,80027041,Drama,2010-Present
Miguel Cohan,81018067,Drama,2010-Present
Luis Alberto Restrepo,80220422,Drama,2010-Present
Hideaki Anno,81033473,Drama,2010-Present
Tarek Abdel Moaty,81035870,Drama,2010-Present
Hideaki Anno,60024788,Drama,2010-Present
Nitesh Tiwari,80166185,Drama,2010-Present
Ismail Farouk,81035868,Drama,2010-Present
Khaled Marei,81035877,Drama,2010-Present
Abhijit Kokate,81131274,Drama,2010-Present
Husam El-Gohari,81035876,Drama,2010-Present
Magdy Al-Hawwary,81035875,Drama,2010-Present
Ahmad El-Badri,81035866,Drama,2010-Present
Antonin Baudry,81027187,Drama,2010-Present
Mohamed Hamdy,81035879,Drama,2010-Present
Sherif Mandour,81035871,Drama,2010-Present
Ken Burns,80997770,Drama,2010-Present
Atul Malhotra,80173234,Drama,2010-Present
Roy Burdine,80151644,Drama,2010-Present
Scott Moran,80185223,Drama,2010-Present
George Clooney,70038131,Drama,2010-Present
Datta Mohan Bhandare,81110386,Drama,2010-Present
Kieran Darcy-Smith,80108430,Drama,2010-Present
Tom Hooper,70135893,Drama,2010-Present
Salvador Calvo,80121844,Drama,2010-Present
Jun-seong Kim,80158750,Drama,2010-Present
Chris Robinson,80216302,Drama,2010-Present
Janet Tobias,81105525,Drama,2010-Present
David L. Cunningham,81017094,Drama,2010-Present
Petra Costa,80190535,Drama,2010-Present
Ed Lilly,80241071,Drama,2010-Present
Madeleine Parry,80233611,Drama,2010-Present
Isaac Ezban,80160814,Drama,2010-Present
Jay Karas,80993404,Drama,2010-Present
Anirban Majumder,81092781,Drama,2010-Present
Scott Martin,81001090,Drama,2010-Present
Jeremy Kenyon Lockyer Corbell,81083891,Drama,2010-Present
Rajiv Chilaka,81092782,Drama,2010-Present
Anirban Majumder,81092780,Drama,2010-Present
Sumit Das,81092783,Drama,2010-Present
George Mendeluk,81136963,Drama,2010-Present
Wilson Yip,80076698,Drama,2010-Present
Kyle Patrick Alvarez,80038159,Drama,2010-Present
Jon Watts,80037691,Drama,2010-Present
Jakob Lass,80998296,Drama,2010-Present
Jay Bulger,80049873,Drama,2010-Present
Kevin Derek,80094358,Drama,2010-Present
Kip Andersen,80174177,Drama,2010-Present
Shazia Javed,81123051,Drama,2010-Present
John Haptas,81034980,Drama,2010-Present
Sanjay Jadhav,81123052,Drama,2010-Present
Ahmed El Gendy,81035887,Drama,2010-Present
Vinod Kapri,81113927,Drama,2010-Present
Elías León,80213115,Drama,2010-Present
Israel Adrián Caetano,70074315,Drama,2010-Present
Anders Falck,81002885,Drama,2010-Present
Zoya Akhtar,80991033,Drama,2010-Present
Oded Raz,80244547,Drama,2010-Present
Mariana Tschudi,80991025,Drama,2010-Present
Claire Scanlon,80184100,Drama,2010-Present
Ramón Salazar,80131280,Drama,2010-Present
Eduardo Mendoza de Echave,80991026,Drama,2010-Present
Henrik Martin Dahlsbakken,80164206,Drama,2010-Present
Arun Chidambaram,80187684,Drama,2010-Present
Caio Cobra,80160726,Drama,2010-Present
Tomer Heymann,80104706,Drama,2010-Present
Alex Infascelli,80172284,Drama,2010-Present
Cal Seville,80158770,Drama,2010-Present
Peggy Holmes,70302844,Drama,2010-Present
Bruno Garotti,80245601,Drama,2010-Present
Kyle Newacheck,80242619,Drama,2010-Present
Zachary Heinzerling,70267830,Drama,2010-Present
Abdul Aziz Hashad,81035853,Drama,2010-Present
Khaled Marei,81035841,Drama,2010-Present
Mark Ritchie,81147766,Drama,2010-Present
Mahmoud Karim,81035889,Drama,2010-Present
Rocky Soraya,81088277,Drama,2010-Present
Sameh Abdulaziz,81035874,Drama,2010-Present
Tarek Al Eryan,81035883,Drama,2010-Present
Hadi El Bagoury,81035848,Drama,2010-Present
Patrik Syversen,80176756,Drama,2010-Present
Michael John Warren,80168221,Drama,2010-Present
Andy Capper,70261178,Drama,2010-Present
Shannon Hartman,81002929,Drama,2010-Present
Martin Scorsese,80221016,Drama,2010-Present
Waymon Boone,80222188,Drama,2010-Present
Phil Johnston,80221640,Drama,2010-Present
Julie Dash,60001104,Drama,2010-Present
Andrew C. Erin,80132601,Drama,2010-Present
Chang-Min Lee,80176866,Drama,2010-Present
Derek Yee,80114989,Drama,2010-Present
Cristina Jacob,81092768,Drama,2010-Present
Cristina Jacob,81092766,Drama,2010-Present
Roland Emmerich,70060018,Drama,2010-Present
Jonathan Levine,70202141,Drama,2010-Present
David McCracken,81032375,Drama,2010-Present
Brian De Palma,352989,Drama,2010-Present
Sanjib Dey,81062606,Drama,2010-Present
Ron Davis,81077795,Drama,2010-Present
Cristina Jacob,81092767,Drama,2010-Present
Cristina Jacob,81092909,Drama,2010-Present
Barry Avrich,81070008,Drama,2010-Present
Jon Avnet,70098605,Drama,2010-Present
V. Scott Balcerek,81077539,Drama,2010-Present
Joe Dante,20129240,Drama,2010-Present
Richard Kelly,70108017,Drama,2010-Present
Joel Schumacher,70011219,Drama,2010-Present
Peter Chelsom,80097424,Drama,2010-Present
Peter Hutchings,80203143,Drama,2010-Present
Daniel Yee Heng Chan,81068732,Drama,2010-Present
Dennie Gordon,60026155,Drama,2010-Present
Shadab Khan,80994443,Drama,2010-Present
Nattawut Poonpiriya,80245442,Drama,2010-Present
Elvira Lind,80190515,Drama,2010-Present
Davis Guggenheim,80048218,Drama,2010-Present
Gavin O'Connor,60033300,Drama,2010-Present
Jon Turteltaub,70011206,Drama,2010-Present
Mahesh Manjrekar,80998558,Drama,2010-Present
Lynn Shelton,80168167,Drama,2010-Present
Felix Starck,80245626,Drama,2010-Present
Robert Kouba,80196584,Drama,2010-Present
Umesh Mehra,80157084,Drama,2010-Present
Edward Cotterill,80158580,Drama,2010-Present
Ted Braun,80108609,Drama,2010-Present
Jon Manning,80173267,Drama,2010-Present
Onur Tukel,80144804,Drama,2010-Present
Luis Lopez,80139214,Drama,2010-Present
Saara Cantell,80106038,Drama,2010-Present
Ron Howard,60000901,Drama,2010-Present
Cal Seville,80158769,Drama,2010-Present
Edward Cotterill,80158579,Drama,2010-Present
Jayaprakash Radhakrishnan,80158920,Drama,2010-Present
Rob Meyer,80107736,Drama,2010-Present
Anita Barbosa,80148967,Drama,2010-Present
Ketan Mehta,70057994,Drama,2010-Present
Daniel Wilner,80186862,Drama,2010-Present
Ketan Mehta,80156937,Drama,2010-Present
Lekh Tandon,80158546,Drama,2010-Present
Umesh Mehra,80156936,Drama,2010-Present
Alberto Rodríguez,80121843,Drama,2010-Present
Edward Cotterill,80158581,Drama,2010-Present
Alfonso Cuarón,60023237,Drama,2010-Present
Jose Manuel Colón,80104041,Drama,2010-Present
Javier Ruiz Caldera,80093213,Drama,2010-Present
David Sington,80099305,Drama,2010-Present
Zoe Berriatúa,80103623,Drama,2010-Present
Luis Estrada,80032640,Drama,2010-Present
Spike Jonze,81098589,Drama,2010-Present
Rob Marshall,80221446,Drama,2010-Present
Lee Eung-bok,80991107,Drama,2010-Present
Karyn Kusama,80048977,Drama,2010-Present
Phyllida Lloyd,70189282,Drama,2010-Present
Leif Tilden,80119249,Drama,2010-Present
Pat Healy,80117747,Drama,2010-Present
Dustin McKenzie,80004286,Drama,2010-Present
Fabio Grassadonia,81039323,Drama,2010-Present
Raúl Campos,80192064,Drama,2010-Present
Jody Hill,80176715,Drama,2010-Present
Samu Fuentes,80168029,Drama,2010-Present
Alexandre Espigares,80245121,Drama,2010-Present
Suhas Kadav,80177339,Drama,2010-Present
Dan Harris,80170277,Drama,2010-Present
Qaushiq Mukherjee,80097355,Drama,2010-Present
Marcelo Altmark,80223153,Drama,2010-Present
Derek Cianfrance,70122316,Drama,2010-Present
Anurag Basu,80102160,Drama,2010-Present
Michèle Ohayon,80076160,Drama,2010-Present
Renny Harlin,80099089,Drama,2010-Present
Kevin Layne,70303706,Drama,2010-Present
Amanda Micheli,80195243,Drama,2010-Present
Eric Khoo,81039161,Drama,2010-Present
Gideon Raff,80240537,Drama,2010-Present
Kang Cheng,80997870,Drama,2010-Present
Cheh Chang,60001377,Drama,2010-Present
Nizar Shafi,81151899,Drama,2010-Present
Víctor García,81030976,Drama,2010-Present
Wilson Coneybeare,81017011,Drama,2010-Present
Marcus Raboy,80213715,Drama,2010-Present
Note Chern-Yim,80999990,Drama,2010-Present
Note Chern-Yim,80999991,Drama,2010-Present
Poj Arnon,81000000,Drama,2010-Present
Fernando Sariñana,80162192,Drama,2010-Present
Jonathan Levine,70074100,Drama,2010-Present
Scott L. Montoya,70224969,Drama,2010-Present
Scott L. Montoya,70261273,Drama,2010-Present
Marcus Raboy,70250364,Drama,2010-Present
David Blair,80198632,Drama,2010-Present
Kirk De Micco,70143241,Drama,2010-Present
Spike Jonze,70278933,Drama,2010-Present
Sian Heder,80093198,Drama,2010-Present
Ted Emery,81018141,Drama,2010-Present
Ted Emery,81015524,Drama,2010-Present
John Wells,70124965,Drama,2010-Present
Meng Hua Ho,80999107,Drama,2010-Present
Tony Datis,80992365,Drama,2010-Present
Vanessa Roth,80092926,Drama,2010-Present
Ben Ryder,80195835,Drama,2010-Present
Jim Strouse,80171022,Drama,2010-Present
Raúl Campos,80192135,Drama,2010-Present
Ben Young,80236421,Drama,2010-Present
Kirby Dick,80170862,Drama,2010-Present
Raymond Wood,81092331,Drama,2010-Present
Jorge M. Fontana,80173485,Drama,2010-Present
Mikhail Red,81028404,Drama,2010-Present
Olivier Afonso,80198508,Drama,2010-Present
James Woodroffe,80228239,Drama,2010-Present
Rachel Bell,81032669,Drama,2010-Present
David Leveaux,80155932,Drama,2010-Present
Sebastián Schindel,80994020,Drama,2010-Present
Asif Kapadia,80049094,Drama,2010-Present
Kyle Newman,80049177,Drama,2010-Present
Gilles Paquet-Brenner,80025495,Drama,2010-Present
Alex Garland,80023689,Drama,2010-Present
Keanu Reeves,70278930,Drama,2010-Present
Anna Boden,80038337,Drama,2010-Present
William Monahan,80053475,Drama,2010-Present
Piti Jaturaphat,80999986,Drama,2010-Present
Atom Egoyan,80022605,Drama,2010-Present
John Maclean,80029901,Drama,2010-Present
James Ponsoldt,80037478,Drama,2010-Present
Tanit Jitnukul,80007777,Drama,2010-Present
Atsajun Sattakovit,80999987,Drama,2010-Present
Poj Arnon,81000015,Drama,2010-Present
Poj Arnon,80999982,Drama,2010-Present
Poj Arnon,80999984,Drama,2010-Present
Abhishek Sharma,81005453,Drama,2010-Present
Note Chern-Yim,80999989,Drama,2010-Present
Sukum Maetawanitch,70218312,Drama,2010-Present
Tiffanie Hsu,81006594,Drama,2010-Present
Daniel Gray Longino,80185321,Drama,2010-Present
Nick Gomez,70298116,Drama,2010-Present
Karim Amer,80117542,Drama,2010-Present
Steve Paley,80213658,Drama,2010-Present
Daniel Calparsoro,80232989,Drama,2010-Present
Kevin Smith,80014857,Drama,2010-Present
Kasper Collin,80147988,Drama,2010-Present
Brandon Dickerson,80145512,Drama,2010-Present
Harvey Lowry,80225024,Drama,2010-Present
William Friedkin,80204616,Drama,2010-Present
Quentin Tarantino,70108777,Drama,2010-Present
Paul Andrew Williams,70259259,Drama,2010-Present
J.C. Chandor,80017021,Drama,2010-Present
Byron Howard,70099615,Drama,2010-Present
Dharmesh Darshan,70034607,Drama,2010-Present
Benny Chan,70118801,Drama,2010-Present
Jay Chapman,80213654,Drama,2010-Present
Jay Karas,80158802,Drama,2010-Present
Dante Lam,70117354,Drama,2010-Present
Chi Keung Fung,81036524,Drama,2010-Present
Corey Yuen,70025372,Drama,2010-Present
To-hoi Kong,70123160,Drama,2010-Present
Jeff Baena,70299270,Drama,2010-Present
Andrew Lau Wai-Keung,80017280,Drama,2010-Present
Pete Travis,80155863,Drama,2010-Present
Michael Gallagher,80107087,Drama,2010-Present
Hassan Hegazy,81035840,Drama,2010-Present
Chris Jenkins,80195962,Drama,2010-Present
Alexandre Avancini,80186829,Drama,2010-Present
Atom Egoyan,80013547,Drama,2010-Present
Ziga Virc,80115874,Drama,2010-Present
Jeffrey Walker,80244472,Drama,2010-Present
Sam Voutas,80190463,Drama,2010-Present
Alexander Nevsky,80164164,Drama,2010-Present
Frank Ariza,80997613,Drama,2010-Present
Jacob Schwab,81092325,Drama,2010-Present
Alphonso J. Wesson,70053885,Drama,2010-Present
Gillian Robespierre,70301275,Drama,2010-Present
Lenny Abrahamson,80073823,Drama,2010-Present
Lynn Shelton,70299859,Drama,2010-Present
Julius Avery,80027378,Drama,2010-Present
David Michôd,70266679,Drama,2010-Present
Orson Welles,1005494,Drama,2010-Present
Peter Sullivan,80998968,Drama,2010-Present
Destin Daniel Cretton,70272893,Drama,2010-Present
Alexis Morante,80232891,Drama,2010-Present
Kobun Shizuno,80180376,Drama,2010-Present
Fazila Allana,80183329,Drama,2010-Present
Eric Abrams,80192842,Drama,2010-Present
Peter Svatek,80154884,Drama,2010-Present
Aditya Sarpotdar,81113926,Drama,2010-Present
Hiromasa Yonebayashi,80217130,Drama,2010-Present
Agustí Villaronga,80167460,Drama,2010-Present
Kristina Goolsby,80028208,Drama,2010-Present
Nisheeta Keni,81155782,Drama,2010-Present
Daniel Gray Longino,81003981,Drama,2010-Present
Harvey Glazer,81151313,Drama,2010-Present
Peyton Reed,70042688,Drama,2010-Present
Ron Clements,70109429,Drama,2010-Present
Chris Stokes,81011993,Drama,2010-Present
Steven Fine,81153373,Drama,2010-Present
Roman Coppola,70262783,Drama,2010-Present
Denis Villeneuve,70293661,Drama,2010-Present
Alejandro Doria,70266171,Drama,2010-Present
Heber Cannon,80095718,Drama,2010-Present
Sally Potter,70257413,Drama,2010-Present
Clay Glen,80988262,Drama,2010-Present
Steven Knight,70295189,Drama,2010-Present
Ana Quiroga,80993684,Drama,2010-Present
Harmony Korine,70257860,Drama,2010-Present
Jean-Cosme Delaloye,80998908,Drama,2010-Present
Santosh Sivan,70171835,Drama,2010-Present
Natalia Garagiola,80993650,Drama,2010-Present
Pamela Romanowsky,80049979,Drama,2010-Present
James Ponsoldt,70267439,Drama,2010-Present
Jonathan Glazer,70293812,Drama,2010-Present
Esteban Crespo,80113589,Drama,2010-Present
Anil Sharma,70298393,Drama,2010-Present
Ganesh Kadam,80191557,Drama,2010-Present
Anthony Scott Burns,80096585,Drama,2010-Present
Ticoy Rodriguez,80106928,Drama,2010-Present
Karl Mueller,80064459,Drama,2010-Present
Joe Berlinger,80102204,Drama,2010-Present
Philipp Stölzl,80014996,Drama,2010-Present
Michael Curtiz,60003082,Drama,2010-Present
Florian Gallenberger,80081277,Drama,2010-Present
Harry Chaskin,80149064,Drama,2010-Present
Jeff Orlowski,80168188,Drama,2010-Present
Marti Noxon,80171659,Drama,2010-Present
Allan Ungar,80097221,Drama,2010-Present
Patrick Brice,70306646,Drama,2010-Present
Christophe Honoré,81011936,Drama,2010-Present
David M. Rosenthal,80167481,Drama,2010-Present
Scott Zabielski,80214743,Drama,2010-Present
Leslie Small,70270773,Drama,2010-Present
Diego Cohen,80991827,Drama,2010-Present
William Eubank,70300666,Drama,2010-Present
Jay Chapman,80044126,Drama,2010-Present
John Dower,80148179,Drama,2010-Present
Jay Chapman,70301023,Drama,2010-Present
Gerardo Olivares,80221109,Drama,2010-Present
Mark Harris,81145271,Drama,2010-Present
Wi Ding Ho,81024041,Drama,2010-Present
Thomas Sieben,81044248,Drama,2010-Present
Joe Lynch,80221677,Drama,2010-Present
Noam Murro,70084221,Drama,2010-Present
Andreas Pichler,80234791,Drama,2010-Present
Neslihan Yesilyurt,80120200,Drama,2010-Present
Daniel Arasanz,81036520,Drama,2010-Present
Joseph Martin,80180224,Drama,2010-Present
Chapman Way,70299904,Drama,2010-Present
Sylvie Verheyde,80171125,Drama,2010-Present
Kasper Barfoed,80106989,Drama,2010-Present
Phil Joanou,80044731,Drama,2010-Present
Martin Scorsese,60010069,Drama,2010-Present
Courtney Hunt,70084148,Drama,2010-Present
Iain Softley,70101345,Drama,2010-Present
Linda Mendoza,80238020,Drama,2010-Present
Jonathan Hensleigh,70128697,Drama,2010-Present
M. Night Shyamalan,70044688,Drama,2010-Present
Richard Greenberg,60035622,Drama,2010-Present
Nathan Morlando,80117079,Drama,2010-Present
Martin Scorsese,70001958,Drama,2010-Present
Lee Tamahori,70066433,Drama,2010-Present
George C. Wolfe,70098899,Drama,2010-Present
